ticket_id,customer_id,date,issue_type,priority,description,source_event
T4016,C9821,2026-09-09,Package Missing,Low,Order missing,Shipping Migration
T4017,C37791,2026-09-09,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4018,C82202,2026-09-09,Package Missing,Low,Order missing,Shipping Migration
T4019,C36172,2026-09-09,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4020,C30395,2026-09-09,Late Delivery,Low,Package arrived very late,Shipping Migration
T4021,C91780,2026-09-09,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4022,C4790,2026-09-09,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4023,C70887,2026-09-09,Tracking Issue,High,Cannot locate shipment,Shipping Migration
T4024,C48504,2026-09-09,Package Missing,Medium,Order missing,Shipping Migration
T4025,C52250,2026-09-09,Package Missing,Low,Order missing,Shipping Migration
T4026,C60659,2026-09-09,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4027,C738,2026-09-09,Package Missing,Low,Shipment lost,Shipping Migration
T4028,C65876,2026-09-09,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4029,C84972,2026-09-09,Package Missing,Medium,Order missing,Shipping Migration
T4030,C42096,2026-09-09,Package Missing,Medium,Order missing,Shipping Migration
T4031,C66910,2026-09-09,Package Missing,Medium,Shipment lost,Shipping Migration
T4032,C60286,2026-09-09,Late Delivery,High,Package arrived very late,Shipping Migration
T4033,C76709,2026-09-09,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4034,C30347,2026-09-09,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4035,C30805,2026-09-09,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4036,C18749,2026-09-09,Late Delivery,High,Package arrived very late,Shipping Migration
T4037,C17389,2026-09-10,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4038,C57694,2026-09-10,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4039,C52777,2026-09-10,Package Missing,Low,Order missing,Shipping Migration
T4040,C76621,2026-09-10,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4041,C2920,2026-09-10,Late Delivery,Medium,Order delayed,Shipping Migration
T4042,C40119,2026-09-10,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4043,C65404,2026-09-10,Package Missing,Low,Shipment lost,Shipping Migration
T4044,C17677,2026-09-10,Package Missing,Medium,Shipment lost,Shipping Migration
T4045,C74712,2026-09-10,Late Delivery,Low,Order delayed,Shipping Migration
T4046,C29811,2026-09-10,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4047,C44714,2026-09-10,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4048,C33291,2026-09-10,Late Delivery,Low,Order delayed,Shipping Migration
T4049,C83389,2026-09-10,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4050,C62403,2026-09-10,Late Delivery,Low,Delivery took too long,Shipping Migration
T4051,C11958,2026-09-10,Package Missing,Low,Shipment lost,Shipping Migration
T4052,C5838,2026-09-10,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4053,C30216,2026-09-10,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4054,C43049,2026-09-10,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4055,C35320,2026-09-10,Late Delivery,Low,Delivery took too long,Shipping Migration
T4056,C42917,2026-09-10,Late Delivery,Low,Delivery took too long,Shipping Migration
T4057,C88307,2026-09-10,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4058,C45464,2026-09-10,Package Missing,Medium,Order missing,Shipping Migration
T4059,C28831,2026-09-10,Late Delivery,Low,Delivery took too long,Shipping Migration
T4060,C17402,2026-09-10,Package Missing,Medium,Shipment lost,Shipping Migration
T4061,C57392,2026-09-10,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4062,C6016,2026-09-10,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4063,C97256,2026-09-10,Package Missing,Medium,Package never arrived,Shipping Migration
T4064,C42772,2026-09-10,Late Delivery,High,Order delayed,Shipping Migration
T4065,C78979,2026-09-10,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4066,C28156,2026-09-10,Package Missing,High,Package never arrived,Shipping Migration
T4067,C11252,2026-09-11,Package Missing,Medium,Package never arrived,Shipping Migration
T4068,C39096,2026-09-11,Late Delivery,Low,Package arrived very late,Shipping Migration
T4069,C34815,2026-09-11,Package Missing,Low,Shipment lost,Shipping Migration
T4070,C37833,2026-09-11,Late Delivery,Low,Order delayed,Shipping Migration
T4071,C80747,2026-09-11,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4072,C69855,2026-09-11,Tracking Issue,High,Tracking information unavailable,Shipping Migration
T4073,C87209,2026-09-11,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4074,C85896,2026-09-11,Package Missing,Low,Shipment lost,Shipping Migration
T4075,C83221,2026-09-11,Package Missing,Low,Package never arrived,Shipping Migration
T4076,C21952,2026-09-11,Package Missing,High,Package never arrived,Shipping Migration
T4077,C63095,2026-09-11,Package Missing,Low,Package never arrived,Shipping Migration
T4078,C76946,2026-09-11,Late Delivery,Low,Delivery took too long,Shipping Migration
T4079,C8173,2026-09-11,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4080,C96707,2026-09-11,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4081,C78749,2026-09-11,Late Delivery,High,Delivery took too long,Shipping Migration
T4082,C99249,2026-09-11,Package Missing,Low,Package never arrived,Shipping Migration
T4083,C50850,2026-09-11,Late Delivery,Low,Delivery took too long,Shipping Migration
T4084,C95620,2026-09-11,Package Missing,Low,Package never arrived,Shipping Migration
T4085,C10350,2026-09-11,Tracking Issue,High,Tracking not updating,Shipping Migration
T4086,C28526,2026-09-11,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4087,C59791,2026-09-11,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4088,C46660,2026-09-11,Tracking Issue,High,Tracking information unavailable,Shipping Migration
T4089,C75886,2026-09-11,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4090,C39914,2026-09-11,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4091,C77858,2026-09-11,Late Delivery,Low,Order delayed,Shipping Migration
T4092,C2861,2026-09-11,Tracking Issue,High,Tracking not updating,Shipping Migration
T4093,C51987,2026-09-11,Package Missing,Medium,Order missing,Shipping Migration
T4094,C94462,2026-09-12,Late Delivery,Low,Package arrived very late,Shipping Migration
T4095,C16434,2026-09-12,Package Missing,Medium,Order missing,Shipping Migration
T4096,C70208,2026-09-12,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4097,C65951,2026-09-12,Package Missing,Low,Order missing,Shipping Migration
T4098,C86779,2026-09-12,Package Missing,Low,Package never arrived,Shipping Migration
T4099,C15232,2026-09-12,Late Delivery,Low,Delivery took too long,Shipping Migration
T4100,C87593,2026-09-12,Late Delivery,Low,Order delayed,Shipping Migration
T4101,C46111,2026-09-12,Late Delivery,High,Order delayed,Shipping Migration
T4102,C72370,2026-09-12,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4103,C41496,2026-09-12,Package Missing,Low,Shipment lost,Shipping Migration
T4104,C16147,2026-09-12,Tracking Issue,High,Tracking not updating,Shipping Migration
T4105,C82447,2026-09-12,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4106,C51435,2026-09-12,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4107,C10109,2026-09-12,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4108,C52078,2026-09-12,Late Delivery,Low,Order delayed,Shipping Migration
T4109,C74694,2026-09-12,Package Missing,Low,Order missing,Shipping Migration
T4110,C57967,2026-09-12,Tracking Issue,High,Cannot locate shipment,Shipping Migration
T4111,C51525,2026-09-12,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4112,C12942,2026-09-12,Late Delivery,High,Order delayed,Shipping Migration
T4113,C45853,2026-09-12,Package Missing,Medium,Package never arrived,Shipping Migration
T4114,C9013,2026-09-12,Late Delivery,Medium,Order delayed,Shipping Migration
T4115,C96913,2026-09-12,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4116,C47377,2026-09-12,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4117,C77990,2026-09-12,Late Delivery,Low,Package arrived very late,Shipping Migration
T4118,C45490,2026-09-12,Late Delivery,Low,Package arrived very late,Shipping Migration
T4119,C86679,2026-09-12,Late Delivery,Low,Package arrived very late,Shipping Migration
T4120,C20783,2026-09-12,Package Missing,Medium,Shipment lost,Shipping Migration
T4121,C30741,2026-09-12,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4122,C6591,2026-09-12,Late Delivery,High,Delivery took too long,Shipping Migration
T4123,C11629,2026-09-13,Package Missing,Low,Shipment lost,Shipping Migration
T4124,C1477,2026-09-13,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4125,C89974,2026-09-13,Late Delivery,High,Delivery took too long,Shipping Migration
T4126,C64199,2026-09-13,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4127,C46177,2026-09-13,Package Missing,Low,Package never arrived,Shipping Migration
T4128,C31416,2026-09-13,Late Delivery,Low,Package arrived very late,Shipping Migration
T4129,C94331,2026-09-13,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4130,C616,2026-09-13,Package Missing,Medium,Package never arrived,Shipping Migration
T4131,C41937,2026-09-13,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4132,C61701,2026-09-13,Tracking Issue,High,Cannot locate shipment,Shipping Migration
T4133,C82299,2026-09-13,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4134,C35540,2026-09-13,Tracking Issue,High,Tracking information unavailable,Shipping Migration
T4135,C29370,2026-09-13,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4136,C60013,2026-09-13,Package Missing,Low,Order missing,Shipping Migration
T4137,C75520,2026-09-13,Late Delivery,Low,Delivery took too long,Shipping Migration
T4138,C206,2026-09-13,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4139,C5692,2026-09-13,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4140,C95699,2026-09-13,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4141,C87088,2026-09-13,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4142,C46983,2026-09-13,Late Delivery,High,Order delayed,Shipping Migration
T4143,C93281,2026-09-13,Package Missing,High,Shipment lost,Shipping Migration
T4144,C67691,2026-09-14,Late Delivery,Low,Delivery took too long,Shipping Migration
T4145,C5903,2026-09-14,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4146,C69111,2026-09-14,Package Missing,High,Order missing,Shipping Migration
T4147,C40245,2026-09-14,Late Delivery,Medium,Order delayed,Shipping Migration
T4148,C96221,2026-09-14,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4149,C53495,2026-09-14,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4150,C83041,2026-09-14,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4151,C1909,2026-09-14,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4152,C56144,2026-09-14,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4153,C90575,2026-09-14,Package Missing,Medium,Shipment lost,Shipping Migration
T4154,C66687,2026-09-14,Package Missing,Low,Package never arrived,Shipping Migration
T4155,C54360,2026-09-14,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4156,C38346,2026-09-14,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4157,C96754,2026-09-14,Package Missing,Medium,Order missing,Shipping Migration
T4158,C98511,2026-09-14,Late Delivery,Low,Delivery took too long,Shipping Migration
T4159,C28175,2026-09-14,Late Delivery,Low,Order delayed,Shipping Migration
T4160,C51320,2026-09-14,Tracking Issue,High,Tracking not updating,Shipping Migration
T4161,C54809,2026-09-14,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4162,C25288,2026-09-14,Late Delivery,High,Package arrived very late,Shipping Migration
T4163,C96906,2026-09-14,Late Delivery,Medium,Order delayed,Shipping Migration
T4164,C23898,2026-09-14,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4165,C19051,2026-09-14,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4166,C44847,2026-09-14,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4167,C88117,2026-09-14,Late Delivery,High,Package arrived very late,Shipping Migration
T4168,C66195,2026-09-14,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4169,C43828,2026-09-14,Tracking Issue,High,Cannot locate shipment,Shipping Migration
T4170,C28224,2026-09-14,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4171,C96064,2026-09-14,Package Missing,Low,Order missing,Shipping Migration
T4172,C20918,2026-09-14,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4173,C9948,2026-09-14,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4174,C23654,2026-09-14,Late Delivery,Low,Order delayed,Shipping Migration
T4175,C37922,2026-09-15,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4176,C53453,2026-09-15,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4177,C2156,2026-09-15,Package Missing,Low,Package never arrived,Shipping Migration
T4178,C26191,2026-09-15,Tracking Issue,High,Cannot locate shipment,Shipping Migration
T4179,C86118,2026-09-15,Package Missing,High,Order missing,Shipping Migration
T4180,C70036,2026-09-15,Late Delivery,Low,Order delayed,Shipping Migration
T4181,C58974,2026-09-15,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4182,C48751,2026-09-15,Package Missing,High,Package never arrived,Shipping Migration
T4183,C63965,2026-09-15,Late Delivery,High,Package arrived very late,Shipping Migration
T4184,C68320,2026-09-15,Late Delivery,Medium,Order delayed,Shipping Migration
T4185,C19193,2026-09-15,Late Delivery,Low,Order delayed,Shipping Migration
T4186,C68383,2026-09-15,Late Delivery,Low,Package arrived very late,Shipping Migration
T4187,C58619,2026-09-15,Tracking Issue,High,Tracking not updating,Shipping Migration
T4188,C87974,2026-09-15,Late Delivery,Low,Delivery took too long,Shipping Migration
T4189,C94521,2026-09-15,Package Missing,Medium,Package never arrived,Shipping Migration
T4190,C23387,2026-09-15,Tracking Issue,High,Tracking not updating,Shipping Migration
T4191,C94241,2026-09-15,Package Missing,Low,Order missing,Shipping Migration
T4192,C32408,2026-09-15,Package Missing,Low,Order missing,Shipping Migration
T4193,C3488,2026-09-15,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4194,C85108,2026-09-15,Package Missing,High,Order missing,Shipping Migration
T4195,C39866,2026-09-15,Package Missing,High,Shipment lost,Shipping Migration
T4196,C19929,2026-09-15,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4197,C70688,2026-09-15,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4198,C85228,2026-09-15,Package Missing,High,Package never arrived,Shipping Migration
T4199,C4371,2026-09-15,Late Delivery,High,Package arrived very late,Shipping Migration
T4200,C43200,2026-09-15,Package Missing,Medium,Order missing,Shipping Migration
T4201,C20114,2026-09-15,Tracking Issue,High,Tracking not updating,Shipping Migration
T4202,C12939,2026-09-15,Package Missing,Low,Shipment lost,Shipping Migration
T4203,C24407,2026-09-16,Package Missing,Low,Shipment lost,Shipping Migration
T4204,C82049,2026-09-16,Package Missing,Medium,Package never arrived,Shipping Migration
T4205,C13449,2026-09-16,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4206,C50800,2026-09-16,Late Delivery,Low,Delivery took too long,Shipping Migration
T4207,C52257,2026-09-16,Package Missing,Medium,Order missing,Shipping Migration
T4208,C85824,2026-09-16,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4209,C17537,2026-09-16,Late Delivery,Low,Delivery took too long,Shipping Migration
T4210,C21674,2026-09-16,Package Missing,Medium,Shipment lost,Shipping Migration
T4211,C88637,2026-09-16,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4212,C12694,2026-09-16,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4213,C1659,2026-09-16,Tracking Issue,High,Cannot locate shipment,Shipping Migration
T4214,C39728,2026-09-16,Late Delivery,Low,Package arrived very late,Shipping Migration
T4215,C51674,2026-09-16,Late Delivery,Low,Order delayed,Shipping Migration
T4216,C91270,2026-09-16,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4217,C68561,2026-09-16,Late Delivery,Medium,Order delayed,Shipping Migration
T4218,C72124,2026-09-16,Late Delivery,Low,Package arrived very late,Shipping Migration
T4219,C34095,2026-09-16,Late Delivery,High,Delivery took too long,Shipping Migration
T4220,C66142,2026-09-16,Package Missing,Low,Order missing,Shipping Migration
T4221,C59539,2026-09-16,Tracking Issue,High,Tracking not updating,Shipping Migration
T4222,C30030,2026-09-16,Package Missing,Low,Order missing,Shipping Migration
T4223,C39043,2026-09-16,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4224,C43740,2026-09-17,Package Missing,Low,Package never arrived,Shipping Migration
T4225,C56252,2026-09-17,Late Delivery,High,Delivery took too long,Shipping Migration
T4226,C92009,2026-09-17,Late Delivery,Low,Package arrived very late,Shipping Migration
T4227,C76356,2026-09-17,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4228,C97329,2026-09-17,Package Missing,Medium,Package never arrived,Shipping Migration
T4229,C46527,2026-09-17,Package Missing,Low,Package never arrived,Shipping Migration
T4230,C90481,2026-09-17,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4231,C12931,2026-09-17,Late Delivery,Low,Package arrived very late,Shipping Migration
T4232,C40205,2026-09-17,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4233,C40855,2026-09-17,Package Missing,Low,Shipment lost,Shipping Migration
T4234,C2986,2026-09-17,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4235,C33327,2026-09-17,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4236,C87192,2026-09-17,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4237,C68862,2026-09-17,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4238,C12418,2026-09-17,Package Missing,Low,Shipment lost,Shipping Migration
T4239,C50630,2026-09-17,Late Delivery,Low,Package arrived very late,Shipping Migration
T4240,C56423,2026-09-17,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4241,C65392,2026-09-17,Package Missing,Low,Order missing,Shipping Migration
T4242,C73186,2026-09-17,Tracking Issue,High,Tracking not updating,Shipping Migration
T4243,C57136,2026-09-17,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4244,C11076,2026-09-17,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4245,C5414,2026-09-17,Late Delivery,Low,Delivery took too long,Shipping Migration
T4246,C30086,2026-09-17,Package Missing,Low,Order missing,Shipping Migration
T4247,C87152,2026-09-17,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4248,C3825,2026-09-17,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4249,C1311,2026-09-18,Package Missing,Low,Shipment lost,Shipping Migration
T4250,C78994,2026-09-18,Package Missing,Medium,Package never arrived,Shipping Migration
T4251,C18547,2026-09-18,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4252,C67382,2026-09-18,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4253,C59205,2026-09-18,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4254,C4630,2026-09-18,Package Missing,Medium,Shipment lost,Shipping Migration
T4255,C31237,2026-09-18,Package Missing,High,Package never arrived,Shipping Migration
T4256,C50947,2026-09-18,Package Missing,Low,Package never arrived,Shipping Migration
T4257,C1934,2026-09-18,Package Missing,High,Order missing,Shipping Migration
T4258,C92608,2026-09-18,Late Delivery,Low,Package arrived very late,Shipping Migration
T4259,C91201,2026-09-18,Late Delivery,High,Package arrived very late,Shipping Migration
T4260,C84611,2026-09-18,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4261,C83569,2026-09-18,Late Delivery,Low,Delivery took too long,Shipping Migration
T4262,C44871,2026-09-18,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4263,C5172,2026-09-18,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4264,C85773,2026-09-18,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4265,C7049,2026-09-18,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4266,C94450,2026-09-18,Package Missing,Medium,Shipment lost,Shipping Migration
T4267,C8710,2026-09-18,Late Delivery,High,Delivery took too long,Shipping Migration
T4268,C63176,2026-09-18,Late Delivery,Low,Order delayed,Shipping Migration
T4269,C86729,2026-09-18,Package Missing,Medium,Shipment lost,Shipping Migration
T4270,C11448,2026-09-18,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4271,C13908,2026-09-18,Package Missing,Low,Order missing,Shipping Migration
T4272,C97218,2026-09-18,Package Missing,Medium,Shipment lost,Shipping Migration
T4273,C92450,2026-09-18,Tracking Issue,High,Tracking not updating,Shipping Migration
T4274,C3485,2026-09-18,Late Delivery,Low,Order delayed,Shipping Migration
T4275,C20937,2026-09-18,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4276,C39953,2026-09-18,Package Missing,Low,Shipment lost,Shipping Migration
T4277,C86247,2026-09-18,Late Delivery,Low,Delivery took too long,Shipping Migration
T4278,C31579,2026-09-18,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4279,C92527,2026-09-18,Tracking Issue,High,Cannot locate shipment,Shipping Migration
T4280,C52956,2026-09-18,Package Missing,Low,Order missing,Shipping Migration
T4281,C53620,2026-09-18,Package Missing,Low,Order missing,Shipping Migration
T4282,C98530,2026-09-18,Package Missing,Medium,Order missing,Shipping Migration
T4283,C70995,2026-09-19,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4284,C40286,2026-09-19,Package Missing,Low,Shipment lost,Shipping Migration
T4285,C88152,2026-09-19,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4286,C72266,2026-09-19,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4287,C49949,2026-09-19,Late Delivery,Low,Package arrived very late,Shipping Migration
T4288,C84601,2026-09-19,Late Delivery,Medium,Order delayed,Shipping Migration
T4289,C87405,2026-09-19,Late Delivery,High,Package arrived very late,Shipping Migration
T4290,C42739,2026-09-19,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4291,C87091,2026-09-19,Package Missing,Low,Shipment lost,Shipping Migration
T4292,C71886,2026-09-19,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4293,C87351,2026-09-19,Late Delivery,Medium,Order delayed,Shipping Migration
T4294,C18954,2026-09-19,Package Missing,Medium,Package never arrived,Shipping Migration
T4295,C49265,2026-09-19,Package Missing,High,Shipment lost,Shipping Migration
T4296,C1988,2026-09-19,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4297,C76971,2026-09-19,Package Missing,Low,Package never arrived,Shipping Migration
T4298,C57468,2026-09-19,Late Delivery,Medium,Order delayed,Shipping Migration
T4299,C3390,2026-09-19,Late Delivery,Low,Order delayed,Shipping Migration
T4300,C74889,2026-09-19,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4301,C64368,2026-09-19,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4302,C1113,2026-09-19,Package Missing,High,Package never arrived,Shipping Migration
T4303,C34083,2026-09-19,Package Missing,Medium,Shipment lost,Shipping Migration
T4304,C56626,2026-09-19,Tracking Issue,High,Tracking information unavailable,Shipping Migration
T4305,C20968,2026-09-19,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4306,C25053,2026-09-19,Late Delivery,Medium,Order delayed,Shipping Migration
T4307,C83626,2026-09-19,Late Delivery,Low,Order delayed,Shipping Migration
T4308,C58536,2026-09-20,Late Delivery,Low,Package arrived very late,Shipping Migration
T4309,C56589,2026-09-20,Package Missing,Medium,Order missing,Shipping Migration
T4310,C33742,2026-09-20,Late Delivery,High,Package arrived very late,Shipping Migration
T4311,C571,2026-09-20,Late Delivery,High,Delivery took too long,Shipping Migration
T4312,C94329,2026-09-20,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4313,C61202,2026-09-20,Late Delivery,High,Delivery took too long,Shipping Migration
T4314,C79834,2026-09-20,Package Missing,Low,Order missing,Shipping Migration
T4315,C37444,2026-09-20,Package Missing,High,Shipment lost,Shipping Migration
T4316,C57850,2026-09-20,Late Delivery,High,Package arrived very late,Shipping Migration
T4317,C33501,2026-09-20,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4318,C26898,2026-09-20,Package Missing,High,Order missing,Shipping Migration
T4319,C57321,2026-09-20,Package Missing,High,Order missing,Shipping Migration
T4320,C99677,2026-09-20,Package Missing,High,Shipment lost,Shipping Migration
T4321,C43026,2026-09-20,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4322,C4859,2026-09-20,Package Missing,Medium,Shipment lost,Shipping Migration
T4323,C4540,2026-09-20,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4324,C65986,2026-09-20,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4325,C870,2026-09-20,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4326,C58186,2026-09-20,Late Delivery,Medium,Delivery took too long,Shipping Migration
T4327,C84874,2026-09-20,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4328,C57372,2026-09-20,Tracking Issue,Low,Cannot locate shipment,Shipping Migration
T4329,C41210,2026-09-20,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4330,C42321,2026-09-20,Package Missing,High,Order missing,Shipping Migration
T4331,C892,2026-09-20,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4332,C4193,2026-09-20,Package Missing,Low,Package never arrived,Shipping Migration
T4333,C22779,2026-09-20,Package Missing,High,Package never arrived,Shipping Migration
T4334,C57267,2026-09-20,Package Missing,Low,Package never arrived,Shipping Migration
T4335,C19522,2026-09-20,Late Delivery,Low,Order delayed,Shipping Migration
T4336,C79346,2026-09-20,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4337,C22031,2026-09-20,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4338,C78413,2026-09-21,Late Delivery,Low,Delivery took too long,Shipping Migration
T4339,C74862,2026-09-21,Late Delivery,High,Package arrived very late,Shipping Migration
T4340,C85910,2026-09-21,Tracking Issue,High,Tracking not updating,Shipping Migration
T4341,C76498,2026-09-21,Late Delivery,Medium,Order delayed,Shipping Migration
T4342,C79046,2026-09-21,Tracking Issue,Low,Tracking information unavailable,Shipping Migration
T4343,C56978,2026-09-21,Tracking Issue,Medium,Tracking information unavailable,Shipping Migration
T4344,C41909,2026-09-21,Package Missing,Medium,Shipment lost,Shipping Migration
T4345,C16544,2026-09-21,Tracking Issue,Medium,Cannot locate shipment,Shipping Migration
T4346,C7750,2026-09-21,Package Missing,Low,Order missing,Shipping Migration
T4347,C25413,2026-09-21,Late Delivery,Low,Delivery took too long,Shipping Migration
T4348,C96405,2026-09-21,Tracking Issue,Medium,Tracking not updating,Shipping Migration
T4349,C96482,2026-09-21,Late Delivery,Medium,Package arrived very late,Shipping Migration
T4350,C22943,2026-09-21,Late Delivery,Low,Package arrived very late,Shipping Migration
T4351,C48193,2026-09-21,Tracking Issue,Low,Tracking not updating,Shipping Migration
T4352,C64006,2026-09-21,Late Delivery,Low,Package arrived very late,Shipping Migration
T4353,C59184,2026-09-21,Package Missing,High,Order missing,Shipping Migration
T4354,C81987,2026-09-21,Package Missing,Medium,Shipment lost,Shipping Migration
T4355,C69695,2026-09-21,Package Missing,Medium,Order missing,Shipping Migration
T4356,C46409,2026-09-21,Package Missing,High,Order missing,Shipping Migration
